,,,,,,,,,,,,,,,,,,,
Embeddings,Media,Media Ponderada,SimLex 999,MTurk 287,MTurk 771,MEN DEV,MEN TEST,MEN ALL,WS353 all,WS353 relatedness,WS353 similarity,WS353 set1,WS353 set2,RG65,VERB 143,MC 30,YP 130,SimVerb 3500,RW
Normalize: False. Generate words: False,,,,,,,,,,,,,,,,,,,
GLOVE+FT+LEXVEC,0.664,0.600,0.4842521181,0.740565281,0.7703174554,0.8458863506,0.8475981671,0.8464394544,0.7926308883,0.7457406602,0.8392085815,0.7645853533,0.7579591709,0.8210597673,0.4513674348,0.8465561838,0.618900451,0.3751518077,0.5596359406
GLOVE+jointcHYB+UKB,0.709,0.652,0.5666102339,0.7441257374,0.7782479609,0.8456068313,0.8572287699,0.849713391,0.8129410011,0.7600118561,0.8650658398,0.8221652969,0.7421615888,0.8949962343,0.4257219921,0.8857238726,0.7979860152,0.5380317192,0.5063727085
GLOVE+jointcHYB+LEXVEC,0.685,0.618,0.5215981595,0.7374759309,0.7807521416,0.8430637935,0.8486307618,0.8448571617,0.8076350246,0.7572413799,0.8507611073,0.7978469519,0.753041084,0.8633279101,0.441032434,0.8679203777,0.7091968888,0.4376819374,0.5235385189
GLOVE+UKB+LEXVEC,0.698,0.636,0.5421031516,0.7701744089,0.7971011171,0.8522625966,0.8595050303,0.8548226355,0.8161902263,0.7745410148,0.8558057437,0.806600886,0.7640270866,0.8679393776,0.423660623,0.867030203,0.7322442558,0.4583439669,0.5502730138
W2V+FT+jointcHYB,0.692,0.633,0.5330167283,0.7176887079,0.7720890545,0.8382239278,0.8433225347,0.8399867979,0.7918357694,0.7415311412,0.8446204657,0.7716974012,0.7266895289,0.8960234332,0.4563046652,0.8792701057,0.7008478605,0.4769369458,0.5474596829
W2V+FT+UKB,0.709,0.653,0.5574798059,0.7576314594,0.7873929511,0.8469068063,0.8549554265,0.8497132691,0.8009421936,0.758227113,0.8520228043,0.7845158413,0.7392093865,0.895192932,0.4603710929,0.8859464163,0.7248143865,0.5018514045,0.5789857141
W2V+FT+LEXVEC,0.658,0.597,0.4803304483,0.7287053848,0.7587096279,0.8296856205,0.8337859945,0.8310649266,0.7631333254,0.7137825102,0.8197674007,0.7293183081,0.7278431079,0.8397460455,0.4683893159,0.848559077,0.5697801518,0.386162889,0.5637239277
W2V+jointcHYB+UKB,0.698,0.647,0.5696011013,0.7235803278,0.7584292444,0.8308712313,0.8393717757,0.833874227,0.7912814095,0.7402769467,0.8491830894,0.7978905122,0.7063616364,0.8924610199,0.4131446239,0.8739290573,0.7796383962,0.5476419936,0.4977525346
W2V+jointcHYB+LEXVEC,0.680,0.615,0.5229616785,0.7145615372,0.7669450245,0.826507821,0.8338105305,0.828983215,0.783987431,0.7301331567,0.8370911684,0.7681723721,0.7204678527,0.8783862092,0.465127325,0.8821631737,0.6670195234,0.4505991258,0.5206068524
W2V+UKB+LEXVEC,0.694,0.635,0.5443588906,0.7636517705,0.7830973375,0.8372978308,0.8455506293,0.8400783235,0.7929041124,0.7468932443,0.8448865769,0.7749476657,0.7379838026,0.8729660957,0.4526243672,0.8616891545,0.6963423396,0.4737497757,0.5506325145
FT+jointcHYB+UKB,0.719,0.670,0.5887655336,0.7374150119,0.7786616565,0.8481397974,0.8571466391,0.8513439725,0.810687141,0.7608757317,0.8664458882,0.8104308368,0.7430594003,0.9022959032,0.4391178746,0.8863915037,0.8062338266,0.5681588109,0.541764325
FT+jointcHYB+LEXVEC,0.700,0.639,0.5474765362,0.7363001959,0.7922275603,0.848886362,0.8542184581,0.8506888763,0.8076041965,0.7533378167,0.8589137217,0.7834234843,0.7552349843,0.8898383844,0.4636954276,0.8788250184,0.7102008513,0.4741942252,0.5492240215
FT+UKB+LEXVEC,0.717,0.659,0.5658388462,0.7762551312,0.8056334319,0.8565867837,0.864321241,0.8592377726,0.8151705807,0.771551945,0.863143527,0.7925108218,0.7729834501,0.8888111855,0.4742798038,0.8814955426,0.7372613325,0.4970776149,0.5851685122
jointcHYB+UKB+LEXVEC,0.701,0.646,0.5761335625,0.7366136745,0.7729691264,0.8382567929,0.8501747834,0.8423811768,0.8050762938,0.7516561838,0.8623796229,0.8037946009,0.7350721031,0.8873250253,0.372667379,0.9015244744,0.7899597867,0.5465039353,0.4747743921
GLOVE+W2V+FT+jointcHYB,0.688,0.623,0.5149940884,0.7284647551,0.7763555261,0.8446988995,0.8497408599,0.846552301,0.8034313565,0.7563771293,0.8491436389,0.7838105004,0.7434884297,0.8933570871,0.4522583485,0.8772672126,0.6856899423,0.441977751,0.5513929499
GLOVE+W2V+FT+UKB,0.703,0.641,0.5363611556,0.7596227462,0.7913957834,0.8529150823,0.8596648684,0.8553897032,0.8123425817,0.7735545318,0.8549744151,0.7933351157,0.7600315629,0.8934445083,0.4729203058,0.8730388825,0.7058512592,0.4616718014,0.5754598913
GLOVE+W2V+FT+LEXVEC,0.660,0.596,0.4765516854,0.7304111143,0.7611544381,0.8380004743,0.8407320178,0.8389935835,0.7827357563,0.7367044609,0.8283883995,0.7550892197,0.7406569857,0.8428494976,0.4544544608,0.8425503975,0.5947779962,0.3766180956,0.5582560663
GLOVE+W2V+jointcHYB+UKB,0.708,0.646,0.5560888201,0.7452778662,0.7812793272,0.845789949,0.8540945297,0.8487189158,0.8124818537,0.7685242558,0.8575229141,0.8098679044,0.7410882652,0.9014872573,0.4554660399,0.8924001832,0.7532727555,0.5062760588,0.5323939142
GLOVE+W2V+jointcHYB+LEXVEC,0.677,0.609,0.5065646539,0.7280857888,0.7709632788,0.8359006426,0.8406978127,0.8375958564,0.7980090244,0.7521398642,0.8407485836,0.7827047403,0.7415630478,0.870846132,0.4511120262,0.8645822224,0.6662754423,0.420700073,0.5329659012
GLOVE+W2V+UKB+LEXVEC,0.692,0.625,0.5260236563,0.7604408364,0.785953526,0.844683736,0.8512001038,0.8469641308,0.8057130437,0.767710248,0.846508349,0.7901284114,0.7550182195,0.8747145194,0.4596913438,0.870590902,0.6879686909,0.4385549947,0.5543588549
GLOVE+FT+jointcHYB+UKB,0.721,0.662,0.570726392,0.7564034357,0.7981249614,0.8597590653,0.8687210355,0.8629911883,0.8259054369,0.7790898601,0.8697891343,0.8207428874,0.7640240864,0.9087869262,0.4558763027,0.8850562416,0.7879409195,0.5235763244,0.5518997304
GLOVE+FT+jointcHYB+LEXVEC,0.690,0.626,0.5234574954,0.7433782116,0.7888278464,0.8511897543,0.8558700588,0.8527861521,0.811021612,0.7623001517,0.8566872819,0.789692809,0.7613411526,0.8723322921,0.4502030127,0.8607989798,0.701247257,0.4372273211,0.5517180178
GLOVE+FT+UKB+LEXVEC,0.706,0.641,0.5416905235,0.7729840397,0.8025313694,0.8586006299,0.8653833173,0.860931625,0.8201690949,0.7801344597,0.8611781774,0.7994234977,0.775829145,0.8842871392,0.464208256,0.8710359893,0.7148130603,0.4553847054,0.5725577487
GLOVE+jointcHYB+UKB+LEXVEC,0.711,0.648,0.5605255587,0.7598240325,0.7919947125,0.8509557406,0.8602972226,0.8542422386,0.8210708844,0.7746036308,0.863335041,0.8159596373,0.7566563317,0.8868004982,0.4565218631,0.885501329,0.7691173073,0.5018710161,0.5322950812
W2V+FT+jointcHYB+UKB,0.715,0.659,0.57040997,0.7445392245,0.7840427367,0.847805481,0.856125112,0.8507059084,0.8079598107,0.763514227,0.8579145494,0.8013837088,0.7365789564,0.9039569057,0.4594258797,0.8912874648,0.7651014575,0.5317485798,0.5518949123
W2V+FT+jointcHYB+LEXVEC,0.687,0.623,0.5221238384,0.727422788,0.7784477,0.8379418885,0.8442083515,0.8400384787,0.7926868154,0.7431351603,0.8443328361,0.7667248316,0.7386438478,0.8867786429,0.4677678885,0.8812729989,0.6629544329,0.4460172159,0.5518467645
W2V+FT+UKB+LEXVEC,0.699,0.640,0.540116538,0.767040131,0.792625991,0.8460928062,0.8540932513,0.8487932081,0.8013020364,0.7602102025,0.8493824934,0.7743746809,0.7516947418,0.8863196817,0.4673717035,0.8668076593,0.6806181538,0.4659084246,0.5731896602
W2V+jointcHYB+UKB+LEXVEC,0.706,0.646,0.5622485896,0.7526988046,0.7802021359,0.8393359243,0.84887054,0.84266473,0.8053085957,0.7567427016,0.8569419166,0.7945749073,0.7375832752,0.8866693664,0.4613565279,0.8912874648,0.742762609,0.5126792127,0.5301541815
FT+jointcHYB+UKB+LEXVEC,0.722,0.664,0.5774509885,0.7607525382,0.7958626617,0.8543571062,0.8633864901,0.8575248365,0.8182894004,0.7703678655,0.8668633456,0.8026469559,0.7601913238,0.8942750095,0.4734633006,0.8972961444,0.7743368179,0.5296714701,0.5592608649
GLOVE+W2V+FT+jointcHYB+UKB,0.713,0.650,0.5543854986,0.7512644181,0.791588322,0.8530920069,0.8607650692,0.8558622388,0.8170561407,0.7745665111,0.861343152,0.8077719864,0.752675059,0.9031264045,0.4701188549,0.8937354454,0.7506602646,0.4954052294,0.5579761848
GLOVE+W2V+FT+jointcHYB+LEXVEC,0.682,0.617,0.5091456194,0.733781199,0.7779725784,0.8429507107,0.8476143964,0.8446076826,0.8006957053,0.7550063266,0.8450092319,0.7792517531,0.7491835698,0.8744741112,0.4606003573,0.8659174845,0.6581151698,0.4238250343,0.5517607809
GLOVE+W2V+FT+UKB+LEXVEC,0.695,0.630,0.5258409515,0.7627722538,0.7909585883,0.8501846684,0.8564252879,0.8524129161,0.8096635396,0.7715414466,0.8503092203,0.7885568918,0.7635718054,0.8804624623,0.4739942288,0.8663625719,0.6776691851,0.4394604958,0.5691976803
GLOVE+W2V+jointcHYB+UKB+LEXVEC,0.704,0.638,0.5462853829,0.7548065989,0.7876838733,0.8460878,0.8539203469,0.8488996374,0.8145136425,0.772344206,0.8567209941,0.8038348103,0.7530028314,0.8886581984,0.4692762074,0.8846111542,0.7255748812,0.4778076497,0.5410655146
GLOVE+FT+jointcHYB+UKB+LEXVEC,0.714,0.651,0.558644022,0.7638548336,0.8004776457,0.857835127,0.8659520208,0.8606978595,0.8235034383,0.7786061797,0.866156824,0.8093987941,0.7678620993,0.8898383844,0.4680393859,0.8830533484,0.7563667106,0.4916294494,0.5564319898
W2V+FT+jointcHYB+UKB+LEXVEC,0.710,0.650,0.5585708774,0.7562907358,0.7916873864,0.8479747414,0.8567153985,0.8509700361,0.8096028383,0.764805916,0.8582344567,0.7944593051,0.7487740417,0.8978811334,0.4712893103,0.8863915037,0.7326299743,0.4996821294,0.55683984
GLOVE+W2V+FT+jointcHYB+UKB+LEXVEC,0.706,0.641,0.5436365327,0.7573994599,0.7934439825,0.8512132948,0.8585793664,0.853880207,0.8146709202,0.7731882095,0.8584331435,0.7970561659,0.7597285421,0.8939471801,0.4755226586,0.8830533484,0.7206726995,0.4717413715,0.5574638339
